coding_consistency,assessment_score,project_quality,github_authenticity,defense_score,projects_completed,verified
37,81,79,83,39,3,0
82,74,63,61,36,5,0
41,92,33,67,70,6,0
30,74,69,99,74,2,1
77,61,38,67,52,3,0
76,70,79,83,40,4,1
96,66,33,89,100,4,1
23,39,39,76,41,6,0
26,57,61,41,44,3,0
80,35,74,82,86,0,1
73,44,96,62,31,0,0
87,48,45,57,34,4,0
98,88,81,32,21,5,1
20,89,43,55,23,2,0
74,97,82,83,64,6,1
22,100,30,69,32,6,0
97,41,28,95,74,4,1
57,85,67,97,51,4,1
20,39,66,76,41,3,0
57,75,27,31,74,0,0
48,51,25,71,36,5,0
24,98,79,63,89,3,1
93,85,39,50,70,4,1
40,82,71,73,99,1,1
90,55,70,31,27,2,0
86,36,82,88,80,4,1
66,70,95,45,29,3,0
54,55,63,49,38,1,0
87,56,27,55,33,1,0
88,56,54,45,86,4,1
20,77,59,99,74,5,1
87,85,81,52,80,0,1
31,70,53,71,75,1,0
79,98,74,66,82,6,1
46,31,86,35,30,2,0
75,28,76,66,66,3,0
42,76,38,51,25,3,0
44,55,59,35,53,3,0
40,99,52,61,84,6,1
80,60,82,46,83,4,1
82,78,54,67,97,3,1
71,78,31,46,100,6,1
44,41,63,66,85,3,0
74,99,93,52,50,2,1
65,54,59,78,81,6,1
51,46,76,90,73,0,0
74,67,38,78,27,5,0
24,51,87,90,61,4,0
55,61,60,61,60,4,0
68,70,48,92,78,3,1
77,59,64,36,59,2,0
58,28,53,51,41,1,0
99,50,77,35,43,6,0
80,43,46,90,57,3,0
28,69,96,43,21,6,0
25,50,39,45,60,3,0
54,46,93,32,38,4,0
58,82,88,38,21,4,0
41,87,28,76,81,3,0
60,52,99,71,35,4,0
24,89,42,71,41,2,0
61,68,66,52,33,1,0
100,67,54,32,75,1,0
95,61,39,30,84,6,1
99,90,94,96,64,1,1
86,41,79,100,73,6,1
49,64,77,32,85,3,0
76,62,40,78,65,5,0
92,85,97,96,52,3,1
48,33,58,84,98,3,0
56,99,51,33,69,2,0
32,85,37,60,41,1,0
51,40,51,95,59,4,0
65,26,97,93,58,4,1
42,96,93,60,60,0,1
64,67,55,92,94,0,1
36,66,27,95,87,6,0
85,81,54,60,26,5,0
25,91,45,76,90,6,1
37,54,30,51,23,4,0
41,37,56,75,95,1,0
52,43,66,87,78,6,1
49,31,86,90,100,3,1
100,33,56,75,45,4,0
51,78,63,30,50,5,0
61,85,88,54,92,5,1
97,26,54,90,88,4,1
29,74,87,43,71,0,0
55,99,55,74,91,1,1
53,55,64,68,40,4,0
92,57,57,95,35,3,0
47,35,87,61,70,3,0
30,57,49,87,35,2,0
97,31,60,85,37,3,0
58,55,48,35,66,4,0
66,72,82,96,75,4,1
38,71,63,79,47,3,0
34,77,70,67,97,0,1
47,43,34,32,75,1,0
43,30,56,34,56,5,0
91,73,60,53,35,4,0
28,97,52,83,84,3,1
66,74,40,63,79,5,1
52,36,40,68,80,3,0
81,47,42,77,30,4,0
38,78,32,78,94,2,0
86,93,99,63,85,1,1
93,83,94,36,51,4,1
59,60,25,47,38,5,0
66,27,86,99,75,3,1
84,82,100,63,24,2,1
48,79,62,80,22,6,0
69,81,69,97,47,4,1
32,41,82,43,91,1,0
20,63,25,98,48,2,0
53,92,56,37,96,5,1
67,79,32,44,78,3,0
96,69,64,88,44,0,1
67,100,80,40,41,6,1
68,25,87,49,90,6,1
83,45,98,84,42,1,1
80,45,98,65,89,2,1
48,76,60,43,98,4,1
58,67,81,87,98,4,1
45,76,98,67,59,2,1
36,91,69,30,33,4,0
90,68,26,94,48,6,1
32,56,92,30,35,6,0
88,34,74,89,29,6,0
45,88,53,54,66,2,0
68,93,34,39,23,1,0
86,92,51,79,31,6,1
26,52,39,41,61,4,0
77,77,84,61,23,1,0
68,75,55,62,25,3,0
72,77,45,55,33,3,0
84,28,84,71,54,3,0
81,41,82,79,66,3,1
36,91,65,90,77,4,1
62,98,70,70,84,2,1
44,71,69,86,38,4,0
22,80,50,31,76,5,0
98,47,75,99,84,4,1
48,42,60,60,32,1,0
51,25,76,52,27,2,0
45,59,75,83,37,6,0
35,88,27,57,54,0,0
44,82,38,48,45,0,0
73,83,73,77,57,6,1
47,25,25,31,85,2,0
92,27,81,40,45,0,0
75,91,41,73,76,2,1
84,61,74,88,44,1,1
99,53,38,88,49,1,0
60,57,83,67,26,4,0
70,85,27,54,46,0,0
90,28,64,50,30,6,0
97,38,90,71,27,2,0
48,57,58,65,30,1,0
38,46,33,38,49,4,0
85,72,45,41,34,0,0
60,27,49,39,75,0,0
64,47,68,88,54,0,0
34,92,49,34,58,1,0
22,45,33,62,43,1,0
30,67,86,98,27,0,0
72,50,50,92,62,1,0
65,65,81,58,61,0,0
49,62,61,47,60,3,0
76,35,40,35,66,1,0
37,53,61,82,45,2,0
70,84,100,61,71,1,1
67,91,48,71,41,0,0
85,89,50,76,24,2,0
27,85,44,60,34,4,0
41,43,33,91,55,2,0
25,70,53,85,82,2,0
95,73,55,40,98,1,1
76,46,43,55,68,5,0
55,81,44,56,74,2,0
98,38,51,86,91,2,1
76,68,68,56,79,6,1
68,40,59,88,76,0,0
64,36,95,91,48,1,0
85,79,46,49,38,0,0
96,75,98,32,92,1,1
64,63,39,45,29,4,0
98,57,37,73,29,5,0
39,57,28,59,76,2,0
83,53,80,69,73,6,1
86,93,47,94,75,1,1
22,94,58,58,87,2,0
73,55,41,59,88,2,0
97,55,52,61,74,3,1
83,70,38,39,88,0,0
59,76,58,80,91,5,1
78,34,99,37,100,6,1
74,98,81,80,20,1,1
81,65,79,65,31,4,0
23,27,90,84,54,5,0
79,83,61,64,97,3,1
94,76,92,65,93,0,1
49,58,100,85,98,4,1
21,73,50,65,52,4,0
81,52,85,90,44,2,1
68,37,91,91,35,0,0
28,93,98,54,27,3,0
50,91,76,93,54,1,1
80,85,42,89,65,1,1
98,84,77,86,30,3,1
67,95,87,99,80,2,1
44,48,77,81,63,2,0
55,87,51,85,30,4,0
27,85,55,92,30,0,0
92,47,25,97,41,4,0
77,54,30,49,81,6,0
64,84,35,83,67,6,1
81,42,58,30,82,1,0
58,80,87,39,70,3,1
77,77,77,52,64,0,1
100,31,42,80,52,3,0
83,93,45,53,79,0,1
63,96,43,42,21,5,0
48,76,28,58,32,1,0
78,28,53,87,85,1,0
90,58,49,72,76,5,1
28,93,80,39,62,0,0
25,57,87,60,64,2,0
48,93,51,43,50,0,0
77,62,84,63,29,1,0
36,50,73,46,42,6,0
35,25,89,50,48,3,0
22,28,62,96,50,4,0
40,63,76,87,97,3,1
83,78,25,37,93,1,0
55,57,64,67,37,3,0
81,57,45,55,30,2,0
61,96,39,93,66,2,1
95,44,74,59,22,6,0
61,40,72,38,21,0,0
80,45,56,61,73,3,0
32,69,73,40,91,3,0
30,86,92,63,50,1,0
73,55,69,47,27,0,0
35,66,56,48,62,0,0
27,36,28,83,67,3,0
78,89,89,66,21,4,1
76,97,95,41,41,3,1
59,27,97,33,24,3,0
78,33,89,72,26,3,0
21,75,42,56,39,2,0
95,40,78,80,96,5,1
29,27,71,34,21,0,0
63,48,30,35,51,5,0
30,97,90,85,22,2,0
98,37,33,97,60,4,0
99,26,92,73,61,1,1
100,95,47,44,96,6,1
21,45,67,71,64,4,0
69,43,75,40,90,0,0
31,71,96,40,36,1,0
42,46,49,95,66,5,0
37,99,59,56,88,4,1
81,57,41,87,43,0,0
81,56,42,50,90,6,1
57,88,51,50,53,6,0
86,63,39,30,69,4,0
57,96,93,87,61,1,1
86,66,39,42,52,1,0
80,33,66,35,46,4,0
20,49,58,87,97,2,0
64,26,72,46,78,4,0
47,43,32,41,38,5,0
40,44,34,81,95,4,0
32,94,29,99,22,4,0
46,41,72,81,90,2,0
26,92,50,66,44,3,0
41,27,47,32,34,1,0
93,75,86,37,79,5,1
72,50,37,39,42,0,0
98,80,33,76,30,1,0
98,88,44,70,78,1,1
23,32,81,93,53,3,0
42,61,48,71,26,1,0
89,51,57,72,63,1,0
95,69,44,38,83,2,1
52,28,84,43,42,2,0
47,61,72,33,77,2,0
27,95,88,31,39,2,0
20,57,54,30,46,2,0
56,55,97,94,79,5,1
82,79,41,75,27,0,0
41,36,38,88,86,3,0
89,35,43,36,21,4,0
40,96,95,95,41,6,1
54,56,83,44,89,5,1
98,81,91,76,55,2,1
24,62,68,69,43,3,0
79,84,56,71,31,4,0
65,43,35,80,100,1,0
69,80,26,64,41,5,0
67,38,92,70,92,1,1
25,57,41,86,95,3,0
75,34,64,67,100,0,0
78,88,70,37,42,0,0
48,88,28,92,93,3,1
90,86,62,33,82,6,1
96,92,87,77,49,6,1
37,67,53,81,38,0,0
21,83,43,67,45,6,0
27,76,53,34,30,0,0
94,43,59,99,39,1,0
73,45,94,53,75,6,1
57,46,47,46,64,0,0
67,33,70,55,87,0,0
46,33,68,32,66,3,0
39,97,72,31,95,0,1
31,51,76,31,77,6,0
62,41,32,51,29,6,0
80,68,79,100,41,5,1
50,69,90,33,90,2,1
80,32,64,67,43,2,0
93,42,55,99,85,3,1
86,57,72,81,80,2,1
54,25,85,60,26,1,0
34,100,76,55,91,5,1
35,30,62,65,57,5,0
32,65,60,55,40,3,0
54,79,79,57,27,6,0
94,29,37,34,47,0,0
78,83,61,47,73,2,1
40,42,71,44,50,1,0
73,73,95,86,60,6,1
94,89,46,34,56,3,0
49,78,63,66,57,6,0
67,85,82,51,70,3,1
54,32,54,81,95,0,0
57,27,42,44,56,4,0
50,49,42,46,50,2,0
97,93,98,80,81,1,1
43,79,63,74,37,3,0
68,64,50,92,25,6,0
51,74,95,57,28,2,0
74,57,31,88,30,6,0
98,42,93,50,21,1,0
77,81,89,71,48,5,1
22,40,70,98,70,5,0
99,62,42,46,88,1,1
88,65,37,97,42,5,1
29,31,49,36,26,3,0
44,77,32,69,75,2,0
87,87,98,69,96,1,1
80,56,56,72,81,3,1
48,62,41,80,93,2,0
38,46,72,52,99,2,0
62,40,87,61,34,3,0
85,76,64,60,72,2,1
93,53,39,46,62,4,0
80,40,30,87,54,1,0
62,100,87,64,98,1,1
44,41,32,59,33,2,0
39,88,56,93,88,3,1
67,37,69,82,68,0,0
43,96,76,80,37,5,1
30,80,37,66,70,2,0
74,29,48,35,20,0,0
47,36,64,63,46,2,0
88,65,38,85,83,0,1
82,27,99,54,79,2,1
78,57,94,42,60,3,1
24,74,86,92,40,5,0
70,80,85,95,33,6,1
40,33,25,34,39,6,0
31,74,90,40,30,0,0
69,53,56,73,85,4,1
23,63,37,98,43,3,0
61,69,57,31,56,5,0
57,41,56,69,43,2,0
44,80,80,66,34,0,0
33,70,48,78,31,5,0
94,91,28,65,83,1,1
51,93,47,99,50,3,1
30,38,53,63,72,0,0
80,91,45,87,91,3,1
37,47,54,66,63,0,0
46,85,44,89,49,6,0
74,47,40,41,54,1,0
73,51,91,61,40,4,0
94,78,73,33,82,1,1
40,34,82,62,36,2,0
63,40,68,72,31,3,0
24,65,49,38,37,4,0
60,79,47,80,79,3,1
78,85,83,49,86,5,1
73,73,25,68,34,0,0
93,97,39,52,35,2,0
41,76,76,70,41,2,0
84,26,82,73,82,3,1
83,74,65,64,50,6,1
90,67,68,52,20,2,0
23,32,28,87,94,3,0
84,83,92,77,25,0,1
34,89,31,87,28,0,0
95,36,70,86,71,3,1
41,28,33,68,99,1,0
66,65,57,57,81,1,0
100,31,57,93,77,0,1
65,93,28,91,38,4,0
33,93,89,91,32,1,0
69,54,58,55,51,3,0
39,97,88,80,28,0,0
69,30,49,79,68,2,0
52,43,79,65,56,2,0
78,90,33,55,50,6,0
62,34,41,62,50,1,0
98,40,45,97,78,4,1
31,61,84,37,74,5,0
59,56,37,95,38,1,0
39,71,27,52,82,4,0
57,96,92,99,21,1,1
22,67,28,84,64,2,0
47,60,31,72,62,4,0
75,50,50,50,20,2,0
32,34,99,51,80,6,0
96,55,48,38,22,3,0
85,53,34,63,63,3,0
56,29,37,88,26,0,0
68,25,68,55,52,2,0
85,27,63,30,28,2,0
55,91,43,34,49,6,0
73,95,75,70,37,0,1
45,59,43,92,75,3,0
94,39,100,51,50,3,1
91,91,76,97,91,4,1
59,54,71,77,82,4,1
62,99,54,95,69,5,1
41,67,70,45,20,6,0
39,84,100,82,38,3,1
27,64,45,94,83,5,0
48,89,99,93,72,1,1
59,53,72,97,25,2,0
49,98,86,92,36,4,1
100,43,82,91,65,1,1
74,27,42,100,91,4,1
35,60,83,74,92,0,1
65,67,72,81,74,2,1
81,39,87,94,25,5,0
26,65,36,31,89,5,0
99,60,58,78,87,4,1
64,57,85,51,59,3,0
78,29,77,58,85,6,1
75,38,49,64,28,5,0
67,92,86,53,30,0,0
46,71,28,59,39,0,0
72,78,37,71,62,3,0
92,28,66,100,77,0,1
54,33,73,79,97,6,1
70,77,80,100,45,2,1
56,84,71,89,57,4,1
100,70,32,59,55,0,0
76,78,79,41,74,2,1
27,98,42,78,25,3,0
98,61,59,75,22,4,0
39,47,56,72,84,3,0
72,51,48,31,83,4,0
31,94,31,83,77,6,0
68,90,37,64,77,0,0
36,85,93,81,37,0,0
83,75,66,62,42,4,1
61,74,55,80,48,2,0
48,43,98,55,42,2,0
38,25,50,91,55,2,0
30,64,100,90,89,1,1
69,56,56,55,100,5,1
90,46,76,66,25,5,0
77,90,44,59,53,5,1
53,64,64,40,63,2,0
39,62,83,82,63,0,0
69,72,38,70,46,6,0
29,79,68,34,71,1,0
51,99,72,95,61,2,1
71,79,67,42,44,0,0
34,75,40,92,93,1,0
22,84,59,54,58,0,0
56,32,77,73,58,4,0
59,92,58,43,31,0,0
91,99,27,98,30,1,0
59,96,92,88,22,2,1
75,33,29,85,41,5,0
42,26,34,81,23,1,0
30,94,76,95,27,2,0
83,83,53,97,33,2,1
27,43,55,41,33,6,0
75,52,90,97,35,3,1
79,96,100,72,51,6,1
29,38,93,35,83,4,0
58,48,61,44,95,3,0
47,68,51,71,35,5,0
68,80,57,60,71,1,1
55,75,92,82,38,3,1
32,56,83,35,88,5,0
55,74,88,62,31,2,0
45,65,68,58,24,1,0
23,90,73,50,61,3,0
83,49,77,83,36,0,0
57,85,98,85,91,5,1
41,90,73,50,29,5,0
21,66,90,84,35,4,0
50,89,87,87,35,0,1
30,60,49,93,61,1,0
65,100,28,75,22,3,0
81,33,75,51,42,2,0
88,60,35,89,47,3,0
83,62,41,40,64,6,0
29,57,90,76,87,1,0
59,66,94,60,43,1,0
43,85,97,47,38,1,0
63,70,93,51,94,1,1
79,85,53,85,59,6,1
81,42,97,46,65,5,1
36,94,96,67,59,3,1
84,39,44,54,81,0,0
76,72,51,61,37,2,0
74,96,32,44,31,2,0
72,37,85,42,33,4,0
75,67,52,87,80,5,1
28,84,94,79,31,1,0
41,81,27,40,46,1,0
32,95,93,42,25,1,0
67,41,97,79,52,5,1
37,74,31,67,99,0,0
95,56,84,30,69,1,1
59,46,28,68,31,4,0
36,79,29,56,76,4,0
34,81,35,65,72,0,0
34,37,39,61,32,5,0
98,71,88,70,91,1,1
82,86,37,44,22,6,0
58,78,31,60,83,3,0
32,53,30,35,77,3,0
100,46,80,81,23,2,0
51,89,88,51,64,0,1
28,53,74,60,85,3,0
59,72,54,75,55,2,0
39,29,46,96,42,4,0
96,59,49,72,38,2,0
99,98,52,30,59,1,1
92,95,63,73,91,1,1
82,70,91,86,35,4,1
95,59,29,38,77,0,0
63,69,89,34,37,5,0
57,37,39,38,55,1,0
79,34,91,74,43,1,0
90,90,64,53,20,2,0
67,94,93,71,20,2,1
37,96,67,51,83,2,1
35,49,25,89,81,3,0
74,68,46,66,55,6,0
58,84,86,68,94,4,1
87,71,50,82,37,0,0
78,64,42,57,35,2,0
81,31,72,44,36,0,0
32,70,33,89,43,6,0
100,47,25,89,87,2,1
25,70,33,35,98,1,0
96,37,47,81,21,6,0
79,45,69,41,92,0,0
33,25,26,48,29,3,0
73,43,38,31,72,2,0
23,84,62,84,70,5,0
58,57,64,44,88,4,0
91,28,87,93,33,1,0
44,27,40,98,85,6,0
96,76,99,44,72,6,1
51,52,30,72,83,2,0
78,94,27,46,91,6,1
82,94,38,53,68,0,0
57,79,90,59,81,2,1
72,81,99,96,56,1,1
86,40,91,80,68,4,1
47,48,55,89,87,4,0
22,93,57,32,52,4,0
99,65,25,34,41,5,0
41,71,68,57,89,1,0
57,100,39,40,52,5,0
91,93,61,44,47,5,1
91,55,51,77,23,6,0
81,54,72,75,85,2,1
76,42,51,57,96,1,0
25,68,36,36,68,1,0
97,51,91,100,30,6,1
51,50,54,35,54,2,0
29,84,90,87,58,3,1
22,42,31,97,29,5,0
78,80,58,84,93,4,1
95,55,56,96,91,0,1
68,83,63,78,88,5,1
78,26,67,80,42,0,0
50,63,67,88,53,2,0
88,85,27,35,51,0,0
81,87,70,80,35,3,1
71,42,56,67,87,1,0
60,41,67,40,73,4,0
50,63,27,81,47,0,0
41,95,98,49,79,0,1
23,78,87,39,97,2,0
32,100,64,55,95,2,1
64,59,42,77,79,6,1
61,35,91,43,99,1,0
68,85,86,88,63,4,1
39,68,34,41,21,6,0
96,92,76,52,42,6,1
100,49,97,68,65,0,1
73,72,70,38,92,1,1
55,56,79,54,73,4,0
20,28,70,46,90,1,0
34,62,99,71,100,0,1
96,87,84,58,28,2,1
36,71,50,89,89,2,0
43,25,51,96,63,2,0
77,27,62,86,93,3,1
91,86,46,43,92,1,1
42,88,50,68,31,0,0
65,41,93,45,51,1,0
91,86,59,47,53,2,1
27,59,90,49,52,5,0
78,37,97,75,83,5,1
78,59,75,74,67,1,1
32,67,42,33,35,4,0
58,26,67,49,69,5,0
47,80,36,40,42,5,0
80,75,27,94,45,1,0
35,78,31,47,73,6,0
21,40,30,68,63,3,0
36,42,69,73,56,3,0
49,31,63,47,28,2,0
32,69,75,76,32,0,0
32,60,33,60,79,6,0
62,65,47,68,99,4,1
40,66,36,67,21,6,0
74,31,86,76,79,0,1
100,39,97,99,76,0,1
59,84,64,37,62,4,0
34,64,78,94,38,3,0
92,61,31,42,30,6,0
71,90,41,84,97,5,1
93,79,74,72,66,2,1
72,80,48,33,82,1,0
71,68,26,100,26,3,0
49,81,57,89,98,2,1
52,30,45,41,50,5,0
76,56,98,88,74,3,1
71,98,77,83,44,6,1
28,42,70,73,91,4,0
73,92,69,45,49,0,0
20,97,33,35,55,4,0
63,31,30,43,69,5,0
94,32,75,87,33,1,0
99,88,59,60,48,4,1
28,31,77,70,46,5,0
51,65,43,64,69,0,0
34,64,93,39,55,3,0
31,27,49,59,53,2,0
97,41,35,73,40,5,0
76,90,98,84,57,5,1
27,76,41,100,94,6,1
91,46,60,47,98,1,1
46,28,45,68,95,3,0
81,30,42,71,69,5,0
31,62,84,83,56,5,0
84,50,42,59,94,2,0
61,35,25,49,38,0,0
81,41,38,71,20,4,0
30,55,32,34,100,6,0
62,59,90,79,59,3,1
36,40,75,70,74,2,0
51,42,84,68,99,2,1
59,86,58,86,45,4,1
42,51,60,86,62,3,0
75,59,86,66,78,3,1
25,69,25,36,70,6,0
69,59,66,34,34,0,0
56,52,25,80,27,3,0
83,33,78,37,33,6,0
73,100,71,85,26,5,1
91,39,63,40,37,4,0
68,45,54,51,31,3,0
30,76,31,40,21,0,0
68,59,46,89,69,2,0
40,75,74,44,40,5,0
85,79,69,67,26,3,0
82,68,98,30,31,4,0
47,89,96,75,76,3,1
36,49,34,72,97,6,0
25,71,38,51,93,1,0
38,80,70,32,42,0,0
75,62,99,43,49,2,1
47,35,30,31,77,1,0
85,91,45,90,71,4,1
57,39,86,61,75,3,0
56,25,43,67,29,0,0
87,31,86,75,38,5,0
68,25,77,71,38,6,0
62,73,48,35,78,6,0
55,97,80,70,63,3,1
77,53,86,54,78,3,1
32,50,58,40,23,3,0
71,69,46,70,84,5,1
77,95,92,100,32,3,1
51,36,81,86,86,0,0
100,56,34,75,31,5,0
79,44,90,77,74,5,1
77,75,32,92,80,1,1
75,60,62,68,60,4,0
47,91,86,39,55,5,1
20,25,52,99,21,1,0
61,51,34,94,41,0,0
67,64,69,88,41,4,0
59,38,89,65,60,5,0
82,93,91,56,33,2,1
95,30,33,84,54,1,0
91,57,29,99,69,0,0
99,79,34,82,28,0,0
23,43,36,89,78,0,0
57,53,82,90,75,6,1
46,85,45,65,29,4,0
28,94,45,56,44,3,0
35,48,89,70,64,2,0
75,47,27,57,30,4,0
95,34,93,45,28,4,0
50,78,88,64,26,5,0
33,65,73,65,90,6,1
44,73,96,85,53,1,1
53,41,41,48,39,2,0
86,80,97,86,24,0,1
43,69,56,62,74,4,0
92,54,94,52,34,2,0
45,68,45,92,67,1,0
39,98,31,99,23,3,0
83,79,31,51,97,2,1
29,43,51,96,100,6,0
86,53,32,88,40,6,0
43,26,97,54,99,0,0
24,60,52,46,28,6,0
86,43,90,68,85,4,1
77,31,95,68,98,3,1
46,50,71,53,54,1,0
99,62,34,67,70,0,0
34,27,57,86,97,3,0
54,90,31,73,56,5,0
95,95,27,65,25,5,0
72,67,38,99,70,1,1
63,86,68,74,85,0,1
45,95,70,55,36,6,0
66,48,85,40,84,4,1
53,63,60,81,28,1,0
69,92,37,54,32,6,0
31,68,40,60,77,3,0
23,29,29,74,49,0,0
67,79,62,96,50,5,1
74,54,74,69,42,5,0
20,53,62,75,82,2,0
85,50,80,83,47,0,0
49,50,87,70,78,3,1
22,61,72,67,29,3,0
40,77,83,65,45,2,0
68,54,68,73,96,6,1
81,27,79,86,36,3,0
57,67,79,95,59,6,1
34,31,25,59,87,6,0
71,73,32,39,42,0,0
98,97,28,90,54,6,1
65,65,77,92,94,5,1
44,78,82,65,95,1,1
40,93,61,83,28,5,0
24,51,73,94,98,6,1
89,32,91,33,64,5,0
66,56,43,84,56,0,0
87,88,25,83,88,6,1
37,34,53,93,38,3,0
40,37,57,51,94,2,0
42,87,76,54,92,2,1
83,59,65,88,46,4,1
86,85,47,86,32,2,0
59,78,29,83,76,2,0
29,32,95,73,79,3,0
71,53,81,81,31,1,0
91,65,30,45,28,1,0
94,54,73,45,96,3,1
80,45,46,84,96,2,1
83,100,100,90,46,0,1
24,35,28,69,82,5,0
72,26,96,50,48,6,0
74,74,88,95,41,5,1
56,65,61,37,92,1,0
75,90,55,100,38,3,1
78,27,61,39,57,0,0
88,75,69,86,58,2,1
92,92,32,33,34,3,0
78,49,64,72,73,1,0
21,54,29,92,51,6,0
84,35,52,72,65,0,0
79,41,33,96,80,0,0
70,50,26,80,71,1,0
49,47,87,85,53,0,0
30,80,75,72,92,5,1
95,76,55,53,54,6,1
58,72,31,63,89,1,0
96,44,54,88,56,5,1
91,26,82,31,97,3,1
82,55,27,31,80,4,0
83,51,75,39,68,6,1
80,26,80,52,28,2,0
73,28,97,44,38,3,0
92,37,34,46,47,5,0
77,59,85,43,99,2,1
75,96,74,45,45,2,1
53,90,71,61,57,5,1
50,30,25,52,59,5,0
71,55,81,63,44,6,0
95,34,62,45,88,1,0
20,45,86,63,90,4,0
74,98,94,100,42,6,1
41,47,89,62,84,5,1
59,27,86,97,41,2,0
20,56,80,72,83,2,0
84,44,91,93,87,3,1
82,98,41,100,77,4,1
73,53,32,47,47,4,0
61,76,84,97,97,2,1
40,70,64,90,87,4,1
98,58,86,49,94,3,1
100,85,65,40,23,1,0
41,96,36,75,20,2,0
57,95,78,93,45,0,1
99,94,35,57,52,2,1
27,35,84,77,100,2,0
81,87,92,64,46,1,1
66,45,70,37,61,5,0
36,27,62,51,88,5,0
36,34,85,53,90,0,0
32,51,41,95,83,0,0
36,36,90,93,44,0,0
57,31,96,94,91,5,1
100,41,60,43,23,6,0
97,89,98,54,31,1,1
64,88,31,32,77,4,0
25,50,40,34,30,0,0
54,39,38,94,78,4,0
33,57,49,83,55,3,0
91,86,28,48,41,1,0
80,71,53,83,84,4,1
34,59,80,39,69,5,0
73,89,30,45,23,6,0
46,96,25,75,91,5,1
32,100,63,58,71,0,0
50,49,25,44,62,6,0
54,81,87,77,65,0,1
79,56,81,40,23,6,0
25,87,91,63,32,4,0
88,36,89,65,57,5,1
77,87,89,59,64,4,1
68,25,45,48,44,3,0
42,75,54,97,86,1,1
53,94,57,99,74,5,1
45,32,72,62,58,2,0
66,92,46,51,84,5,1
24,29,78,65,94,3,0
39,63,28,52,21,5,0
25,47,79,92,88,3,0
89,92,68,55,81,5,1
78,76,36,89,65,3,1
83,28,98,34,96,6,1
37,71,76,83,50,0,0
23,45,100,67,54,4,0
36,80,89,91,64,5,1
33,90,89,54,96,1,1
97,83,34,41,73,0,0
32,31,42,51,90,3,0
26,73,71,38,88,1,0
63,40,90,58,48,0,0
34,41,73,73,91,2,0
38,99,96,56,27,5,0
82,58,46,84,73,5,1
54,57,50,34,26,3,0
100,50,33,81,42,0,0
54,90,45,42,51,0,0
38,87,87,71,81,3,1
39,65,30,44,64,2,0
54,82,38,47,87,5,0
51,34,57,79,49,4,0
67,39,95,31,58,2,0
63,66,48,42,24,3,0
43,81,97,97,86,4,1
80,41,99,76,41,0,0
36,84,75,79,47,6,1
90,33,26,41,41,6,0
69,60,39,42,48,2,0
84,97,59,38,62,6,1
51,60,60,88,61,2,0
55,72,63,74,79,6,1
32,75,28,99,96,5,1
89,94,88,72,90,6,1
77,98,98,52,93,5,1
33,92,30,74,87,4,0
56,46,81,52,78,0,0
98,30,54,63,25,2,0
87,50,98,45,92,4,1
59,99,91,92,47,2,1
78,27,39,80,96,6,1
99,76,41,61,50,5,1
35,98,42,67,58,0,0
81,84,43,85,69,6,1
23,87,100,98,97,0,1
64,89,93,46,56,1,1
47,76,48,68,91,4,1
85,100,72,70,34,5,1
50,38,54,77,70,5,0
22,96,39,57,89,5,0
27,92,71,79,42,6,0
43,52,68,30,44,3,0
34,95,51,79,65,2,0
62,34,88,48,42,0,0
50,81,65,88,29,2,0
92,90,92,97,92,2,1
64,74,29,96,96,3,1
85,38,77,70,51,0,0
27,40,32,39,70,1,0
90,78,46,57,60,5,1
76,67,31,63,84,4,0
99,66,46,68,84,2,1
49,46,70,85,59,3,0
93,92,54,81,37,3,1
37,43,40,32,55,4,0
88,90,29,52,50,4,0
58,63,91,46,73,6,1
79,97,47,100,82,0,1
62,43,85,55,20,2,0
64,40,98,47,71,2,0
42,78,29,75,76,4,0
88,49,47,99,28,5,0
25,42,49,60,93,6,0
75,47,32,38,75,1,0
23,35,45,64,66,2,0
42,63,26,89,22,3,0
25,92,46,92,21,5,0
51,49,96,81,73,4,1
37,87,96,77,56,2,1
34,54,92,90,75,0,0
59,69,88,53,50,4,0
92,85,43,87,31,3,1
93,75,77,93,77,0,1
25,33,76,59,86,6,0
82,100,71,58,45,4,1
86,26,78,39,97,4,1
30,29,68,68,31,2,0
62,86,31,84,35,0,0
36,93,25,57,72,6,0
23,76,87,47,91,4,1
82,29,63,70,68,5,0
87,83,43,94,68,3,1
100,92,55,75,26,0,1
60,33,48,89,34,5,0
24,46,93,38,55,2,0
51,51,89,74,91,1,1
89,34,57,89,93,6,1
54,85,83,57,34,4,0
41,75,57,32,81,1,0
84,34,56,80,37,4,0
41,30,83,37,65,5,0
30,86,65,99,80,2,1
96,29,36,88,62,2,0
22,94,97,90,63,2,1
28,87,35,87,85,2,0
79,80,43,99,74,0,1
95,83,78,41,98,0,1
33,87,81,38,58,4,0
37,83,66,78,24,0,0
92,75,95,46,76,4,1
42,74,55,83,34,6,0
93,28,76,73,35,0,0
66,72,26,61,76,0,0
88,56,62,64,44,0,0
66,75,56,78,41,6,0
49,76,34,83,50,3,0
44,98,32,45,53,6,0
47,58,99,41,35,2,0
44,60,44,37,89,6,0
93,94,44,50,78,3,1
97,67,33,77,34,0,0
77,40,96,37,32,0,0
60,83,39,57,43,3,0
44,77,87,39,32,5,0
97,43,45,81,84,4,1
67,65,29,44,55,2,0
29,71,59,33,68,6,0
94,78,92,91,67,4,1
